sample_id	filename	coverage	total_gbp	download_url	s3_path	seq_plate_chemistry_version	library_id	instrument_model
HG00621	m84081_231222_101332_s2.hifi_reads.bc2027.bam	2.8	8.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00621/raw_data/PacBio_HiFi/m84081_231222_101332_s2.hifi_reads.bc2027.bam	s3://human-pangenomics/working/HPRC/HG00621/raw_data/PacBio_HiFi/m84081_231222_101332_s2.hifi_reads.bc2027.bam	C1	HG00621_lib1_m84081_231222_101332_s2	Revio
HG00621	m84081_231222_121301_s3.hifi_reads.bc2027.bam	2.8	8.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00621/raw_data/PacBio_HiFi/m84081_231222_121301_s3.hifi_reads.bc2027.bam	s3://human-pangenomics/working/HPRC/HG00621/raw_data/PacBio_HiFi/m84081_231222_121301_s3.hifi_reads.bc2027.bam	C1	HG00621_lib1_m84081_231222_121301_s3	Revio
HG00621	m84081_231222_141231_s4.hifi_reads.bc2027.bam	2.8	8.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00621/raw_data/PacBio_HiFi/m84081_231222_141231_s4.hifi_reads.bc2027.bam	s3://human-pangenomics/working/HPRC/HG00621/raw_data/PacBio_HiFi/m84081_231222_141231_s4.hifi_reads.bc2027.bam	C1	HG00621_lib1_m84081_231222_141231_s4	Revio
HG00639	m84046_230707_192442_s1.hifi_reads.bc2059.bam	22.3	69.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00639/raw_data/PacBio_HiFi/m84046_230707_192442_s1.hifi_reads.bc2059.bam	s3://human-pangenomics/working/HPRC/HG00639/raw_data/PacBio_HiFi/m84046_230707_192442_s1.hifi_reads.bc2059.bam	C1	HG00639.HFSS2_m84046_230707_192442_s1	Revio
HG00642	m84046_230531_221339_s3.hifi_reads.default.bam	17.0	52.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_HiFi/m84046_230531_221339_s3.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_HiFi/m84046_230531_221339_s3.hifi_reads.default.bam	C1	HG00642.HFSS_m84046_230531_221339_s3	Revio
HG00658	m84091_230905_192642_s1.hifi_reads.bc1018.bam	9.3	28.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00658/raw_data/PacBio_HiFi/m84091_230905_192642_s1.hifi_reads.bc1018.bam	s3://human-pangenomics/working/HPRC/HG00658/raw_data/PacBio_HiFi/m84091_230905_192642_s1.hifi_reads.bc1018.bam	C1	HG00658_PB3_m84091_230905_192642_s1.hifi_reads.bc1018.bam	Revio
HG00658	m84091_230905_195701_s2.hifi_reads.bc1018.bam	9.1	28.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00658/raw_data/PacBio_HiFi/m84091_230905_195701_s2.hifi_reads.bc1018.bam	s3://human-pangenomics/working/HPRC/HG00658/raw_data/PacBio_HiFi/m84091_230905_195701_s2.hifi_reads.bc1018.bam	C1	HG00658_PB3_m84091_230905_195701_s2.hifi_reads.bc1018.bam	Revio
HG00658	m84091_230905_202807_s3.hifi_reads.bc1018.bam	9.1	28.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00658/raw_data/PacBio_HiFi/m84091_230905_202807_s3.hifi_reads.bc1018.bam	s3://human-pangenomics/working/HPRC/HG00658/raw_data/PacBio_HiFi/m84091_230905_202807_s3.hifi_reads.bc1018.bam	C1	HG00658_PB3_m84091_230905_202807_s3.hifi_reads.bc1018.bam	Revio
HG00673	m84081_231222_081401_s1.hifi_reads.bc2028.bam	2.5	7.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00673/raw_data/PacBio_HiFi/m84081_231222_081401_s1.hifi_reads.bc2028.bam	s3://human-pangenomics/working/HPRC/HG00673/raw_data/PacBio_HiFi/m84081_231222_081401_s1.hifi_reads.bc2028.bam	C1	HG00673_lib1_m84081_231222_081401_s1	Revio
HG00673	m84081_231222_101332_s2.hifi_reads.bc2028.bam	3.3	10.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00673/raw_data/PacBio_HiFi/m84081_231222_101332_s2.hifi_reads.bc2028.bam	s3://human-pangenomics/working/HPRC/HG00673/raw_data/PacBio_HiFi/m84081_231222_101332_s2.hifi_reads.bc2028.bam	C1	HG00673_lib1_m84081_231222_101332_s2	Revio
HG00673	m84081_231222_121301_s3.hifi_reads.bc2028.bam	3.4	10.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00673/raw_data/PacBio_HiFi/m84081_231222_121301_s3.hifi_reads.bc2028.bam	s3://human-pangenomics/working/HPRC/HG00673/raw_data/PacBio_HiFi/m84081_231222_121301_s3.hifi_reads.bc2028.bam	C1	HG00673_lib1_m84081_231222_121301_s3	Revio
HG00673	m84081_231222_141231_s4.hifi_reads.bc2028.bam	3.4	10.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00673/raw_data/PacBio_HiFi/m84081_231222_141231_s4.hifi_reads.bc2028.bam	s3://human-pangenomics/working/HPRC/HG00673/raw_data/PacBio_HiFi/m84081_231222_141231_s4.hifi_reads.bc2028.bam	C1	HG00673_lib1_m84081_231222_141231_s4	Revio
HG00706	m84091_230817_140121_s1.hifi_reads.bc1011.bam	25.4	78.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00706/raw_data/PacBio_HiFi/m84091_230817_140121_s1.hifi_reads.bc1011.bam	s3://human-pangenomics/working/HPRC/HG00706/raw_data/PacBio_HiFi/m84091_230817_140121_s1.hifi_reads.bc1011.bam	C1	HG00706_PB3_m84091_230817_140121_s1.hifi_reads.bc1011.bam	Revio
HG00738	m84081_231112_034048_s4.hifi_reads.bc2079.bam	30.5	94.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00738/raw_data/PacBio_HiFi/m84081_231112_034048_s4.hifi_reads.bc2079.bam	s3://human-pangenomics/working/HPRC/HG00738/raw_data/PacBio_HiFi/m84081_231112_034048_s4.hifi_reads.bc2079.bam	C1	HG00738_lib1_m84081_231112_034048_s4	Revio
HG00741	m84081_231222_081401_s1.hifi_reads.bc2024.bam	2.9	8.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00741/raw_data/PacBio_HiFi/m84081_231222_081401_s1.hifi_reads.bc2024.bam	s3://human-pangenomics/working/HPRC/HG00741/raw_data/PacBio_HiFi/m84081_231222_081401_s1.hifi_reads.bc2024.bam	C1	HG00741_lib1_m84081_231222_081401_s1	Revio
HG00741	m84081_231222_101332_s2.hifi_reads.bc2024.bam	3.8	11.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00741/raw_data/PacBio_HiFi/m84081_231222_101332_s2.hifi_reads.bc2024.bam	s3://human-pangenomics/working/HPRC/HG00741/raw_data/PacBio_HiFi/m84081_231222_101332_s2.hifi_reads.bc2024.bam	C1	HG00741_lib1_m84081_231222_101332_s2	Revio
HG00741	m84081_231222_121301_s3.hifi_reads.bc2024.bam	3.9	12.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00741/raw_data/PacBio_HiFi/m84081_231222_121301_s3.hifi_reads.bc2024.bam	s3://human-pangenomics/working/HPRC/HG00741/raw_data/PacBio_HiFi/m84081_231222_121301_s3.hifi_reads.bc2024.bam	C1	HG00741_lib1_m84081_231222_121301_s3	Revio
HG00741	m84081_231222_141231_s4.hifi_reads.bc2024.bam	3.8	11.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG00741/raw_data/PacBio_HiFi/m84081_231222_141231_s4.hifi_reads.bc2024.bam	s3://human-pangenomics/working/HPRC/HG00741/raw_data/PacBio_HiFi/m84081_231222_141231_s4.hifi_reads.bc2024.bam	C1	HG00741_lib1_m84081_231222_141231_s4	Revio
HG01071	m84081_231222_081401_s1.hifi_reads.bc2026.bam	3.3	10.3	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01071/raw_data/PacBio_HiFi/m84081_231222_081401_s1.hifi_reads.bc2026.bam	s3://human-pangenomics/working/HPRC/HG01071/raw_data/PacBio_HiFi/m84081_231222_081401_s1.hifi_reads.bc2026.bam	C1	HG01071_lib1_m84081_231222_081401_s1	Revio
HG01071	m84081_231222_101332_s2.hifi_reads.bc2026.bam	4.4	13.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01071/raw_data/PacBio_HiFi/m84081_231222_101332_s2.hifi_reads.bc2026.bam	s3://human-pangenomics/working/HPRC/HG01071/raw_data/PacBio_HiFi/m84081_231222_101332_s2.hifi_reads.bc2026.bam	C1	HG01071_lib1_m84081_231222_101332_s2	Revio
HG01071	m84081_231222_121301_s3.hifi_reads.bc2026.bam	4.5	13.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01071/raw_data/PacBio_HiFi/m84081_231222_121301_s3.hifi_reads.bc2026.bam	s3://human-pangenomics/working/HPRC/HG01071/raw_data/PacBio_HiFi/m84081_231222_121301_s3.hifi_reads.bc2026.bam	C1	HG01071_lib1_m84081_231222_121301_s3	Revio
HG01071	m84081_231222_141231_s4.hifi_reads.bc2026.bam	4.4	13.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01071/raw_data/PacBio_HiFi/m84081_231222_141231_s4.hifi_reads.bc2026.bam	s3://human-pangenomics/working/HPRC/HG01071/raw_data/PacBio_HiFi/m84081_231222_141231_s4.hifi_reads.bc2026.bam	C1	HG01071_lib1_m84081_231222_141231_s4	Revio
HG01074	m84046_230712_231732_s2.hifi_reads.bc2061.bam	11.8	36.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01074/raw_data/PacBio_HiFi/m84046_230712_231732_s2.hifi_reads.bc2061.bam	s3://human-pangenomics/working/HPRC/HG01074/raw_data/PacBio_HiFi/m84046_230712_231732_s2.hifi_reads.bc2061.bam	C1	HG01074.HFSS3_m84046_230712_231732_s2	Revio
HG01074	m84046_230719_001055_s4.hifi_reads.bc2061.bam	6.0	18.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01074/raw_data/PacBio_HiFi/m84046_230719_001055_s4.hifi_reads.bc2061.bam	s3://human-pangenomics/working/HPRC/HG01074/raw_data/PacBio_HiFi/m84046_230719_001055_s4.hifi_reads.bc2061.bam	C1	HG01074.HFSS3_m84046_230719_001055_s4	Revio
HG01081	m84046_230628_210130_s1.bc2065--bc2065.bam	13.4	41.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01081/raw_data/PacBio_HiFi/m84046_230628_210130_s1.bc2065--bc2065.bam	s3://human-pangenomics/working/HPRC/HG01081/raw_data/PacBio_HiFi/m84046_230628_210130_s1.bc2065--bc2065.bam	C1	HG01081.HFSS2_m84046_230628_210130_s1	Revio
HG01081	m84046_230707_205716_s4.bc2065--bc2065.bam	5.0	15.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01081/raw_data/PacBio_HiFi/m84046_230707_205716_s4.bc2065--bc2065.bam	s3://human-pangenomics/working/HPRC/HG01081/raw_data/PacBio_HiFi/m84046_230707_205716_s4.bc2065--bc2065.bam	C1	HG01081.HFSS2_m84046_230707_205716_s4	Revio
HG01099	m84081_231124_014115_s1.hifi_reads.bc2092.bam	9.2	28.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m84081_231124_014115_s1.hifi_reads.bc2092.bam	s3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m84081_231124_014115_s1.hifi_reads.bc2092.bam	C1	HG01099_lib1_m84081_231124_014115_s1	Revio
HG01099	m84081_231124_021221_s2.hifi_reads.bc2092.bam	8.0	24.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m84081_231124_021221_s2.hifi_reads.bc2092.bam	s3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m84081_231124_021221_s2.hifi_reads.bc2092.bam	C1	HG01099_lib1_m84081_231124_021221_s2	Revio
HG01099	m84081_231124_024327_s3.hifi_reads.bc2092.bam	8.8	27.3	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m84081_231124_024327_s3.hifi_reads.bc2092.bam	s3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m84081_231124_024327_s3.hifi_reads.bc2092.bam	C1	HG01099_lib1_m84081_231124_024327_s3	Revio
HG01123	m84046_230724_203319_s4.hifi_reads.bc2055.bam	11.8	36.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01123/raw_data/PacBio_HiFi/m84046_230724_203319_s4.hifi_reads.bc2055.bam	s3://human-pangenomics/working/HPRC/HG01123/raw_data/PacBio_HiFi/m84046_230724_203319_s4.hifi_reads.bc2055.bam	C1	HG01123.HFSS2_m84046_230724_203319_s4	Revio
HG01123	m84046_231202_090949_s3.hifi_reads.bc2055.bam	14.5	45.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01123/raw_data/PacBio_HiFi/m84046_231202_090949_s3.hifi_reads.bc2055.bam	s3://human-pangenomics/working/HPRC/HG01123/raw_data/PacBio_HiFi/m84046_231202_090949_s3.hifi_reads.bc2055.bam	C1	HG01123.HFSS3_m84046_231202_090949_s3	Revio
HG01150	m84091_230905_192642_s1.hifi_reads.bc1019.bam	5.4	16.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01150/raw_data/PacBio_HiFi/m84091_230905_192642_s1.hifi_reads.bc1019.bam	s3://human-pangenomics/working/HPRC/HG01150/raw_data/PacBio_HiFi/m84091_230905_192642_s1.hifi_reads.bc1019.bam	C1	HG01150_PB3_m84091_230905_192642_s1.hifi_reads.bc1019.bam	Revio
HG01150	m84091_230905_195701_s2.hifi_reads.bc1019.bam	5.1	15.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01150/raw_data/PacBio_HiFi/m84091_230905_195701_s2.hifi_reads.bc1019.bam	s3://human-pangenomics/working/HPRC/HG01150/raw_data/PacBio_HiFi/m84091_230905_195701_s2.hifi_reads.bc1019.bam	C1	HG01150_PB3_m84091_230905_195701_s2.hifi_reads.bc1019.bam	Revio
HG01150	m84091_230905_202807_s3.hifi_reads.bc1019.bam	5.3	16.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01150/raw_data/PacBio_HiFi/m84091_230905_202807_s3.hifi_reads.bc1019.bam	s3://human-pangenomics/working/HPRC/HG01150/raw_data/PacBio_HiFi/m84091_230905_202807_s3.hifi_reads.bc1019.bam	C1	HG01150_PB3_m84091_230905_202807_s3.hifi_reads.bc1019.bam	Revio
HG01150	m84091_231004_192043_s3.hifi_reads.bc1019.bam	2.6	8.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01150/raw_data/PacBio_HiFi/m84091_231004_192043_s3.hifi_reads.bc1019.bam	s3://human-pangenomics/working/HPRC/HG01150/raw_data/PacBio_HiFi/m84091_231004_192043_s3.hifi_reads.bc1019.bam	C1	HG01150_PB3_m84091_231004_192043_s3.hifi_reads.bc1019.bam	Revio
HG01167	m84091_230725_164143_s3.hifi_reads.bc1012.bam	34.0	105.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01167/raw_data/PacBio_HiFi/m84091_230725_164143_s3.hifi_reads.bc1012.bam	s3://human-pangenomics/working/HPRC/HG01167/raw_data/PacBio_HiFi/m84091_230725_164143_s3.hifi_reads.bc1012.bam	C1	HG01167_PB1_m84091_230725_164143_s3	Revio
HG01167	m84091_230731_140439_s3.hifi_reads.bc1012.bam	22.5	69.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01167/raw_data/PacBio_HiFi/m84091_230731_140439_s3.hifi_reads.bc1012.bam	s3://human-pangenomics/working/HPRC/HG01167/raw_data/PacBio_HiFi/m84091_230731_140439_s3.hifi_reads.bc1012.bam	C1	HG01167_PB1_m84091_230731_140439_s3	Revio
HG01167	m84091_230817_153352_s4.hifi_reads.bc1012.bam	6.0	18.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01167/raw_data/PacBio_HiFi/m84091_230817_153352_s4.hifi_reads.bc1012.bam	s3://human-pangenomics/working/HPRC/HG01167/raw_data/PacBio_HiFi/m84091_230817_153352_s4.hifi_reads.bc1012.bam	C1	HG01167_PB1_m84091_230817_153352_s4	Revio
HG01175	m84081_231222_081401_s1.hifi_reads.bc2025.bam	3.3	10.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01175/raw_data/PacBio_HiFi/m84081_231222_081401_s1.hifi_reads.bc2025.bam	s3://human-pangenomics/working/HPRC/HG01175/raw_data/PacBio_HiFi/m84081_231222_081401_s1.hifi_reads.bc2025.bam	C1	HG01175_lib1_m84081_231222_081401_s1	Revio
HG01175	m84081_231222_101332_s2.hifi_reads.bc2025.bam	4.3	13.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01175/raw_data/PacBio_HiFi/m84081_231222_101332_s2.hifi_reads.bc2025.bam	s3://human-pangenomics/working/HPRC/HG01175/raw_data/PacBio_HiFi/m84081_231222_101332_s2.hifi_reads.bc2025.bam	C1	HG01175_lib1_m84081_231222_101332_s2	Revio
HG01175	m84081_231222_121301_s3.hifi_reads.bc2025.bam	4.4	13.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01175/raw_data/PacBio_HiFi/m84081_231222_121301_s3.hifi_reads.bc2025.bam	s3://human-pangenomics/working/HPRC/HG01175/raw_data/PacBio_HiFi/m84081_231222_121301_s3.hifi_reads.bc2025.bam	C1	HG01175_lib1_m84081_231222_121301_s3	Revio
HG01175	m84081_231222_141231_s4.hifi_reads.bc2025.bam	4.4	13.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01175/raw_data/PacBio_HiFi/m84081_231222_141231_s4.hifi_reads.bc2025.bam	s3://human-pangenomics/working/HPRC/HG01175/raw_data/PacBio_HiFi/m84081_231222_141231_s4.hifi_reads.bc2025.bam	C1	HG01175_lib1_m84081_231222_141231_s4	Revio
HG01192	m84081_230630_201015_s3.hifi_reads.default.bam	11.5	35.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01192/raw_data/PacBio_HiFi/m84081_230630_201015_s3.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG01192/raw_data/PacBio_HiFi/m84081_230630_201015_s3.hifi_reads.default.bam	C1	HG01192_lib1	Revio
HG01192	m84081_230630_204121_s4.hifi_reads.default.bam	13.1	40.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01192/raw_data/PacBio_HiFi/m84081_230630_204121_s4.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG01192/raw_data/PacBio_HiFi/m84081_230630_204121_s4.hifi_reads.default.bam	C1	HG01192_lib1	Revio
HG01243	m84039_230303_005138_s2.hifi_reads.bc2009.bam	7.8	24.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01243/raw_data/PacBio_HiFi/m84039_230303_005138_s2.hifi_reads.bc2009.bam	s3://human-pangenomics/working/HPRC_PLUS/HG01243/raw_data/PacBio_HiFi/m84039_230303_005138_s2.hifi_reads.bc2009.bam			Revio
HG01243	m84039_230311_024907_s1.hifi_reads.bc2009.bam	4.2	13.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01243/raw_data/PacBio_HiFi/m84039_230311_024907_s1.hifi_reads.bc2009.bam	s3://human-pangenomics/working/HPRC_PLUS/HG01243/raw_data/PacBio_HiFi/m84039_230311_024907_s1.hifi_reads.bc2009.bam			Revio
HG01243	m84039_230314_210032_s1.hifi_reads.bc2009.bam	12.6	39.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01243/raw_data/PacBio_HiFi/m84039_230314_210032_s1.hifi_reads.bc2009.bam	s3://human-pangenomics/working/HPRC_PLUS/HG01243/raw_data/PacBio_HiFi/m84039_230314_210032_s1.hifi_reads.bc2009.bam			Revio
HG01243	m84039_230316_185945_s1.hifi_reads.bc2009.bam	8.3	25.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG01243/raw_data/PacBio_HiFi/m84039_230316_185945_s1.hifi_reads.bc2009.bam	s3://human-pangenomics/working/HPRC_PLUS/HG01243/raw_data/PacBio_HiFi/m84039_230316_185945_s1.hifi_reads.bc2009.bam			Revio
HG01252	m84091_230905_205913_s4.hifi_reads.bc1020.bam	16.7	51.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01252/raw_data/PacBio_HiFi/m84091_230905_205913_s4.hifi_reads.bc1020.bam	s3://human-pangenomics/working/HPRC/HG01252/raw_data/PacBio_HiFi/m84091_230905_205913_s4.hifi_reads.bc1020.bam	C1	HG01252_PB3_m84091_230905_205913_s4.hifi_reads.bc1020.bam	Revio
HG01255	m84081_231105_024654_s3.hifi_reads.default.bam	34.5	106.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/m84081_231105_024654_s3.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/m84081_231105_024654_s3.hifi_reads.default.bam	C1	HG01255_lib1_m84081_231105_024654_s3	Revio
HG01258	m84046_231202_090949_s3.hifi_reads.bc2054.bam	16.2	50.3	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01258/raw_data/PacBio_HiFi/m84046_231202_090949_s3.hifi_reads.bc2054.bam	s3://human-pangenomics/working/HPRC/HG01258/raw_data/PacBio_HiFi/m84046_231202_090949_s3.hifi_reads.bc2054.bam	C1	HG01258.HFSS2_m84046_231202_090949_s3	Revio
HG01261	m84081_230721_185800_s3.hifi_reads.bc2024.bam	12.9	39.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01261/raw_data/PacBio_HiFi/m84081_230721_185800_s3.hifi_reads.bc2024.bam	s3://human-pangenomics/working/HPRC/HG01261/raw_data/PacBio_HiFi/m84081_230721_185800_s3.hifi_reads.bc2024.bam	C1	HG01261_lib1	Revio
HG01261	m84081_230721_192906_s4.hifi_reads.bc2024.bam	13.1	40.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01261/raw_data/PacBio_HiFi/m84081_230721_192906_s4.hifi_reads.bc2024.bam	s3://human-pangenomics/working/HPRC/HG01261/raw_data/PacBio_HiFi/m84081_230721_192906_s4.hifi_reads.bc2024.bam	C1	HG01261_lib1	Revio
HG01346	m84046_230720_182350_s1.hifi_reads.bc2005.bam	21.6	67.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_HiFi/m84046_230720_182350_s1.hifi_reads.bc2005.bam	s3://human-pangenomics/working/HPRC/HG01346/raw_data/PacBio_HiFi/m84046_230720_182350_s1.hifi_reads.bc2005.bam	C1	HG01346.HFSS2_m84046_230720_182350_s1	Revio
HG01358	m84046_231202_071034_s1.hifi_reads.bc2053.bam	7.7	23.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01358/raw_data/PacBio_HiFi/m84046_231202_071034_s1.hifi_reads.bc2053.bam	s3://human-pangenomics/working/HPRC/HG01358/raw_data/PacBio_HiFi/m84046_231202_071034_s1.hifi_reads.bc2053.bam	C1	HG01358.HFSS2_m84046_231202_071034_s1	Revio
HG01358	m84046_231202_110908_s4.hifi_reads.bc2053.bam	7.3	22.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01358/raw_data/PacBio_HiFi/m84046_231202_110908_s4.hifi_reads.bc2053.bam	s3://human-pangenomics/working/HPRC/HG01358/raw_data/PacBio_HiFi/m84046_231202_110908_s4.hifi_reads.bc2053.bam	C1	HG01358.HFSS2_m84046_231202_110908_s4	Revio
HG01361	m84046_230724_203319_s4.hifi_reads.bc2056.bam	13.6	42.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_HiFi/m84046_230724_203319_s4.hifi_reads.bc2056.bam	s3://human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_HiFi/m84046_230724_203319_s4.hifi_reads.bc2056.bam	C1	HG01361.HFSS2_m84046_230724_203319_s4	Revio
HG01361	m84046_231202_071034_s1.hifi_reads.bc2052.bam	24.4	75.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_HiFi/m84046_231202_071034_s1.hifi_reads.bc2052.bam	s3://human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_HiFi/m84046_231202_071034_s1.hifi_reads.bc2052.bam	C1	HG01361.HFSS3_m84046_231202_071034_s1	Revio
HG01433	m84081_230727_190726_s1.hifi_reads.default.bam	13.2	40.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01433/raw_data/PacBio_HiFi/m84081_230727_190726_s1.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG01433/raw_data/PacBio_HiFi/m84081_230727_190726_s1.hifi_reads.default.bam	C1	HG01433_lib1_m84081_230727_190726_s1	Revio
HG01433	m84081_230727_193748_s2.hifi_reads.default.bam	13.7	42.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01433/raw_data/PacBio_HiFi/m84081_230727_193748_s2.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG01433/raw_data/PacBio_HiFi/m84081_230727_193748_s2.hifi_reads.default.bam	C1	HG01433_lib1_m84081_230727_193748_s2	Revio
HG01496	m84081_231112_030942_s3.hifi_reads.bc2080.bam	24.4	75.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/m84081_231112_030942_s3.hifi_reads.bc2080.bam	s3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/m84081_231112_030942_s3.hifi_reads.bc2080.bam	C1	HG01496_lib1_m84081_231112_030942_s3	Revio
HG01530	m84091_231208_194716_s4.hifi_reads.bc1021.bam	4.7	14.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01530/raw_data/PacBio_HiFi/m84091_231208_194716_s4.hifi_reads.bc1021.bam	s3://human-pangenomics/working/HPRC/HG01530/raw_data/PacBio_HiFi/m84091_231208_194716_s4.hifi_reads.bc1021.bam	C1	HG01530_PB3_m84091_231208_194716_s4.hifi_reads.bc1021.bam	Revio
HG01530	m84091_231208_201822_s1.hifi_reads.bc1021.bam	3.1	9.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG01530/raw_data/PacBio_HiFi/m84091_231208_201822_s1.hifi_reads.bc1021.bam	s3://human-pangenomics/working/HPRC/HG01530/raw_data/PacBio_HiFi/m84091_231208_201822_s1.hifi_reads.bc1021.bam	C1	HG01530_PB3_m84091_231208_201822_s1.hifi_reads.bc1021.bam	Revio
