sample_id	filename	coverage	total_gbp	download_url	s3_path	seq_plate_chemistry_version	library_id	instrument_model
HG02135	m84046_230712_224626_s1.hifi_reads.default.bam	2.8	8.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m84046_230712_224626_s1.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m84046_230712_224626_s1.hifi_reads.default.bam	C1	HG02135.HFSS3_m84046_230712_224626_s1	Revio
HG02145	m84036_230317_175945_s2.hifi_reads.bc2014.bam	10.4	32.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02145/raw_data/PacBio_HiFi/m84036_230317_175945_s2.hifi_reads.bc2014.bam	s3://human-pangenomics/working/HPRC_PLUS/HG02145/raw_data/PacBio_HiFi/m84036_230317_175945_s2.hifi_reads.bc2014.bam			Revio
HG02145	m84039_230303_012244_s3.hifi_reads.bc2014.bam	7.7	23.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02145/raw_data/PacBio_HiFi/m84039_230303_012244_s3.hifi_reads.bc2014.bam	s3://human-pangenomics/working/HPRC_PLUS/HG02145/raw_data/PacBio_HiFi/m84039_230303_012244_s3.hifi_reads.bc2014.bam			Revio
HG02145	m84039_230314_213047_s2.hifi_reads.bc2014.bam	9.4	29.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02145/raw_data/PacBio_HiFi/m84039_230314_213047_s2.hifi_reads.bc2014.bam	s3://human-pangenomics/working/HPRC_PLUS/HG02145/raw_data/PacBio_HiFi/m84039_230314_213047_s2.hifi_reads.bc2014.bam			Revio
HG02145	m84039_230316_193003_s2.hifi_reads.bc2014.bam	10.4	32.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02145/raw_data/PacBio_HiFi/m84039_230316_193003_s2.hifi_reads.bc2014.bam	s3://human-pangenomics/working/HPRC_PLUS/HG02145/raw_data/PacBio_HiFi/m84039_230316_193003_s2.hifi_reads.bc2014.bam			Revio
HG02148	m84081_231222_081401_s1.hifi_reads.bc2023.bam	3.0	9.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_HiFi/m84081_231222_081401_s1.hifi_reads.bc2023.bam	s3://human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_HiFi/m84081_231222_081401_s1.hifi_reads.bc2023.bam	C1	HG02148_lib1_m84081_231222_081401_s1	Revio
HG02148	m84081_231222_101332_s2.hifi_reads.bc2023.bam	3.9	12.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_HiFi/m84081_231222_101332_s2.hifi_reads.bc2023.bam	s3://human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_HiFi/m84081_231222_101332_s2.hifi_reads.bc2023.bam	C1	HG02148_lib1_m84081_231222_101332_s2	Revio
HG02148	m84081_231222_121301_s3.hifi_reads.bc2023.bam	4.0	12.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_HiFi/m84081_231222_121301_s3.hifi_reads.bc2023.bam	s3://human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_HiFi/m84081_231222_121301_s3.hifi_reads.bc2023.bam	C1	HG02148_lib1_m84081_231222_121301_s3	Revio
HG02148	m84081_231222_141231_s4.hifi_reads.bc2023.bam	4.0	12.3	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_HiFi/m84081_231222_141231_s4.hifi_reads.bc2023.bam	s3://human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_HiFi/m84081_231222_141231_s4.hifi_reads.bc2023.bam	C1	HG02148_lib1_m84081_231222_141231_s4	Revio
HG02155	m84081_230628_194051_s3.hifi_reads.bc1012.bam	13.5	41.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02155/raw_data/PacBio_HiFi/m84081_230628_194051_s3.hifi_reads.bc1012.bam	s3://human-pangenomics/working/HPRC/HG02155/raw_data/PacBio_HiFi/m84081_230628_194051_s3.hifi_reads.bc1012.bam	C1	HG02155_lib1	Revio
HG02155	m84081_230628_201157_s4.hifi_reads.bc1012.bam	14.2	44.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02155/raw_data/PacBio_HiFi/m84081_230628_201157_s4.hifi_reads.bc1012.bam	s3://human-pangenomics/working/HPRC/HG02155/raw_data/PacBio_HiFi/m84081_230628_201157_s4.hifi_reads.bc1012.bam	C1	HG02155_lib1	Revio
HG02165	m84046_230617_040148_s2.hifi_reads.bc2054.bam	14.6	45.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02165/raw_data/PacBio_HiFi/m84046_230617_040148_s2.hifi_reads.bc2054.bam	s3://human-pangenomics/working/HPRC/HG02165/raw_data/PacBio_HiFi/m84046_230617_040148_s2.hifi_reads.bc2054.bam	C1	PG02165.HFSS2_m84046_230617_040148_s2	Revio
HG02178	m84091_230629_191221_s4.hifi_reads.bc1008.bam	21.0	65.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02178/raw_data/PacBio_HiFi/m84091_230629_191221_s4.hifi_reads.bc1008.bam	s3://human-pangenomics/working/HPRC/HG02178/raw_data/PacBio_HiFi/m84091_230629_191221_s4.hifi_reads.bc1008.bam	C1	HG02178_PB1_m84091_230629_191221_s4	Revio
HG02178	m84091_230705_181402_s3.hifi_reads.bc1008.bam	29.1	90.3	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02178/raw_data/PacBio_HiFi/m84091_230705_181402_s3.hifi_reads.bc1008.bam	s3://human-pangenomics/working/HPRC/HG02178/raw_data/PacBio_HiFi/m84091_230705_181402_s3.hifi_reads.bc1008.bam	C1	HG02178_PB1_m84091_230705_181402_s3	Revio
HG02178	m84091_230710_180033_s3.hifi_reads.bc1008.bam	13.2	40.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02178/raw_data/PacBio_HiFi/m84091_230710_180033_s3.hifi_reads.bc1008.bam	s3://human-pangenomics/working/HPRC/HG02178/raw_data/PacBio_HiFi/m84091_230710_180033_s3.hifi_reads.bc1008.bam	C1	HG02178_PB1_m84091_230710_180033_s3	Revio
HG02257	m84046_230628_182559_s4.hifi_reads.bc2064.bam	24.7	76.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02257/raw_data/PacBio_HiFi/m84046_230628_182559_s4.hifi_reads.bc2064.bam	s3://human-pangenomics/working/HPRC/HG02257/raw_data/PacBio_HiFi/m84046_230628_182559_s4.hifi_reads.bc2064.bam	C1	HG02257.HFSS_m84046_230628_182559_s4	Revio
HG02258	m84081_230721_185800_s3.hifi_reads.bc1011.bam	9.6	29.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02258/raw_data/PacBio_HiFi/m84081_230721_185800_s3.hifi_reads.bc1011.bam	s3://human-pangenomics/working/HPRC/HG02258/raw_data/PacBio_HiFi/m84081_230721_185800_s3.hifi_reads.bc1011.bam	C1	HG02258_lib1	Revio
HG02258	m84081_230721_192906_s4.hifi_reads.bc1011.bam	10.0	31.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02258/raw_data/PacBio_HiFi/m84081_230721_192906_s4.hifi_reads.bc1011.bam	s3://human-pangenomics/working/HPRC/HG02258/raw_data/PacBio_HiFi/m84081_230721_192906_s4.hifi_reads.bc1011.bam	C1	HG02258_lib1	Revio
HG02273	m84081_230630_190803_s1.hifi_reads.bc1002.bam	5.7	17.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02273/raw_data/PacBio_HiFi/m84081_230630_190803_s1.hifi_reads.bc1002.bam	s3://human-pangenomics/working/HPRC/HG02273/raw_data/PacBio_HiFi/m84081_230630_190803_s1.hifi_reads.bc1002.bam	C1	HG02273_lib1	Revio
HG02273	m84081_230630_193909_s2.hifi_reads.bc1002.bam	6.7	20.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02273/raw_data/PacBio_HiFi/m84081_230630_193909_s2.hifi_reads.bc1002.bam	s3://human-pangenomics/working/HPRC/HG02273/raw_data/PacBio_HiFi/m84081_230630_193909_s2.hifi_reads.bc1002.bam	C1	HG02273_lib1	Revio
HG02280	m84081_231117_211338_s4.hifi_reads.bc2087.bam	17.7	54.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m84081_231117_211338_s4.hifi_reads.bc2087.bam	s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m84081_231117_211338_s4.hifi_reads.bc2087.bam	C1	HG02280_lib1_m84081_231117_211338_s4	Revio
HG02280	m84081_231119_032407_s4.hifi_reads.bc2087.bam	16.8	52.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m84081_231119_032407_s4.hifi_reads.bc2087.bam	s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m84081_231119_032407_s4.hifi_reads.bc2087.bam	C1	HG02280_lib1_m84081_231119_032407_s4	Revio
HG02293	m84046_230707_205716_s4.default--default.bam	15.1	46.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m84046_230707_205716_s4.default--default.bam	s3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m84046_230707_205716_s4.default--default.bam	C1	HG02293.HFSS_m84046_230707_205716_s4	Revio
HG02293	m84046_230718_233949_s3.hifi_reads.default.bam	7.1	22.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m84046_230718_233949_s3.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m84046_230718_233949_s3.hifi_reads.default.bam	C1	HG02293.HFSS_m84046_230718_233949_s3	Revio
HG02293	m84046_230724_203319_s4.hifi_reads.default.bam	2.8	8.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m84046_230724_203319_s4.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_HiFi/m84046_230724_203319_s4.hifi_reads.default.bam	C1	HG02293.HFSS_m84046_230724_203319_s4	Revio
HG02300	m84046_230519_231055_s2.hifi_reads.default.bam	12.8	39.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m84046_230519_231055_s2.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m84046_230519_231055_s2.hifi_reads.default.bam	C1	HG02300.HFSS_m84046_230519_231055_s2	Revio
HG02300	m84046_230617_040148_s2.hifi_reads.default.bam	10.3	32.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m84046_230617_040148_s2.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m84046_230617_040148_s2.hifi_reads.default.bam	C1	HG02300.HFSS_m84046_230617_040148_s2	Revio
HG02300	m84046_230628_210130_s1.default--default.bam	5.5	17.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m84046_230628_210130_s1.default--default.bam	s3://human-pangenomics/working/HPRC/HG02300/raw_data/PacBio_HiFi/m84046_230628_210130_s1.default--default.bam	C1	HG02300.HFSS_m84046_230628_210130_s1	Revio
HG02391	m84091_231120_185935_s2.hifi_reads.bc1010.bam	10.0	31.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02391/raw_data/PacBio_HiFi/m84091_231120_185935_s2.hifi_reads.bc1010.bam	s3://human-pangenomics/working/HPRC/HG02391/raw_data/PacBio_HiFi/m84091_231120_185935_s2.hifi_reads.bc1010.bam	C1	HG02391_PB2_m84091_231120_185935_s2.hifi_reads.bc1010.bam	Revio
HG02392	m84091_230629_181009_s2.hifi_reads.bc1002.bam	21.4	66.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_HiFi/m84091_230629_181009_s2.hifi_reads.bc1002.bam	s3://human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_HiFi/m84091_230629_181009_s2.hifi_reads.bc1002.bam	C1	HG02392_PB1_m84091_230629_181009_s2	Revio
HG02392	m84091_230705_171239_s1.hifi_reads.bc1002.bam	22.7	70.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_HiFi/m84091_230705_171239_s1.hifi_reads.bc1002.bam	s3://human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_HiFi/m84091_230705_171239_s1.hifi_reads.bc1002.bam	C1	HG02392_PB1_m84091_230705_171239_s1	Revio
HG02392	m84091_230710_180033_s3.hifi_reads.bc1002.bam	12.2	37.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_HiFi/m84091_230710_180033_s3.hifi_reads.bc1002.bam	s3://human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_HiFi/m84091_230710_180033_s3.hifi_reads.bc1002.bam	C1	HG02392_PB1_m84091_230710_180033_s3	Revio
HG02392	m84091_230727_143029_s4.hifi_reads.bc1002.bam	1.6	5.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_HiFi/m84091_230727_143029_s4.hifi_reads.bc1002.bam	s3://human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_HiFi/m84091_230727_143029_s4.hifi_reads.bc1002.bam	C1	HG02392_PB1_m84091_230727_143029_s4	Revio
HG02392	m84091_230817_153352_s4.hifi_reads.bc1002.bam	4.3	13.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_HiFi/m84091_230817_153352_s4.hifi_reads.bc1002.bam	s3://human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_HiFi/m84091_230817_153352_s4.hifi_reads.bc1002.bam	C1	HG02392_PB1_m84091_230817_153352_s4	Revio
HG02451	m84046_230720_185410_s2.hifi_reads.bc2006.bam	16.1	49.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02451/raw_data/PacBio_HiFi/m84046_230720_185410_s2.hifi_reads.bc2006.bam	s3://human-pangenomics/working/HPRC/HG02451/raw_data/PacBio_HiFi/m84046_230720_185410_s2.hifi_reads.bc2006.bam	C1	HG02451.HFSS3_m84046_230720_185410_s2	Revio
HG02486	m84046_230707_195504_s2.hifi_reads.bc2067.bam	8.5	26.3	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02486/raw_data/PacBio_HiFi/m84046_230707_195504_s2.hifi_reads.bc2067.bam	s3://human-pangenomics/working/HPRC/HG02486/raw_data/PacBio_HiFi/m84046_230707_195504_s2.hifi_reads.bc2067.bam	C1	HG02486.HFSS_m84046_230707_195504_s2	Revio
HG02486	m84046_230707_202610_s3.hifi_reads.bc2067.bam	8.2	25.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02486/raw_data/PacBio_HiFi/m84046_230707_202610_s3.hifi_reads.bc2067.bam	s3://human-pangenomics/working/HPRC/HG02486/raw_data/PacBio_HiFi/m84046_230707_202610_s3.hifi_reads.bc2067.bam	C1	HG02486.HFSS_m84046_230707_202610_s3	Revio
HG02514	m84091_240110_194735_s1.hifi_reads.bc1001.bam	19.7	61.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02514/raw_data/PacBio_HiFi/m84091_240110_194735_s1.hifi_reads.bc1001.bam	s3://human-pangenomics/working/HPRC/HG02514/raw_data/PacBio_HiFi/m84091_240110_194735_s1.hifi_reads.bc1001.bam	C1	HG02514_PB4_m84091_240110_194735_s1.hifi_reads.bc1001.bam	Revio
HG02523	m84081_231027_195514_s2.hifi_reads.default.bam	8.2	25.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231027_195514_s2.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231027_195514_s2.hifi_reads.default.bam	C1	HG02523_lib1_m84081_231027_195514_s2	Revio
HG02523	m84081_231027_202621_s3.hifi_reads.default.bam	7.2	22.3	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231027_202621_s3.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231027_202621_s3.hifi_reads.default.bam	C1	HG02523_lib1_m84081_231027_202621_s3	Revio
HG02523	m84081_231029_020543_s2.hifi_reads.default.bam	7.8	24.3	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231029_020543_s2.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231029_020543_s2.hifi_reads.default.bam	C1	HG02523_lib1_m84081_231029_020543_s2	Revio
HG02523	m84081_231029_023649_s3.hifi_reads.default.bam	7.8	24.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231029_023649_s3.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231029_023649_s3.hifi_reads.default.bam	C1	HG02523_lib1_m84081_231029_023649_s3	Revio
HG02559	m84046_230628_175536_s3.hifi_reads.bc2057.bam	15.5	48.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02559/raw_data/PacBio_HiFi/m84046_230628_175536_s3.hifi_reads.bc2057.bam	s3://human-pangenomics/working/HPRC/HG02559/raw_data/PacBio_HiFi/m84046_230628_175536_s3.hifi_reads.bc2057.bam	C1	HG02559.HFSS_m84046_230628_175536_s3	Revio
HG02572	m84046_230711_233802_s3.hifi_reads.default.bam	22.6	70.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_HiFi/m84046_230711_233802_s3.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02572/raw_data/PacBio_HiFi/m84046_230711_233802_s3.hifi_reads.default.bam	C1	HG02572.HFSS3_m84046_230711_233802_s3	Revio
HG02583	m84091_230707_183012_s4.hifi_reads.bc1016.bam	31.5	97.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02583/raw_data/PacBio_HiFi/m84091_230707_183012_s4.hifi_reads.bc1016.bam	s3://human-pangenomics/working/HPRC/HG02583/raw_data/PacBio_HiFi/m84091_230707_183012_s4.hifi_reads.bc1016.bam	C1	HG02583_PB1_m84091_230707_183012_s4	Revio
HG02583	m84091_230714_140949_s3.hifi_reads.bc1016.bam	33.4	103.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02583/raw_data/PacBio_HiFi/m84091_230714_140949_s3.hifi_reads.bc1016.bam	s3://human-pangenomics/working/HPRC/HG02583/raw_data/PacBio_HiFi/m84091_230714_140949_s3.hifi_reads.bc1016.bam	C1	HG02583_PB1_m84091_230714_140949_s3	Revio
HG02602	m84081_231119_015049_s1.hifi_reads.bc2083.bam	8.8	27.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m84081_231119_015049_s1.hifi_reads.bc2083.bam	s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m84081_231119_015049_s1.hifi_reads.bc2083.bam	C1	HG02602_lib1_m84081_231119_015049_s1	Revio
HG02602	m84081_231119_022155_s2.hifi_reads.bc2083.bam	9.5	29.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m84081_231119_022155_s2.hifi_reads.bc2083.bam	s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m84081_231119_022155_s2.hifi_reads.bc2083.bam	C1	HG02602_lib1_m84081_231119_022155_s2	Revio
HG02602	m84081_231119_025301_s3.hifi_reads.bc2083.bam	9.0	27.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m84081_231119_025301_s3.hifi_reads.bc2083.bam	s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m84081_231119_025301_s3.hifi_reads.bc2083.bam	C1	HG02602_lib1_m84081_231119_025301_s3	Revio
HG02615	m84081_231105_031800_s4.hifi_reads.default.bam	36.3	112.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_HiFi/m84081_231105_031800_s4.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_HiFi/m84081_231105_031800_s4.hifi_reads.default.bam	C1	HG02615_lib1_m84081_231105_031800_s4	Revio
HG02647	m84046_230707_202610_s3.hifi_reads.bc2060.bam	14.9	46.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02647/raw_data/PacBio_HiFi/m84046_230707_202610_s3.hifi_reads.bc2060.bam	s3://human-pangenomics/working/HPRC/HG02647/raw_data/PacBio_HiFi/m84046_230707_202610_s3.hifi_reads.bc2060.bam	C1	HG02647.HFSS_m84046_230707_202610_s3	Revio
HG02668	m84091_230804_170925_s2.hifi_reads.bc1010.bam	31.3	97.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02668/raw_data/PacBio_HiFi/m84091_230804_170925_s2.hifi_reads.bc1010.bam	s3://human-pangenomics/working/HPRC/HG02668/raw_data/PacBio_HiFi/m84091_230804_170925_s2.hifi_reads.bc1010.bam	C1	HG02668_PB3_m84091_230804_170925_s2.hifi_reads.bc1010.bam	Revio
HG02698	m84081_231105_021548_s2.hifi_reads.default.bam	37.3	115.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_HiFi/m84081_231105_021548_s2.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_HiFi/m84081_231105_021548_s2.hifi_reads.default.bam	C1	HG02698_lib1_m84081_231105_021548_s2	Revio
HG02723	m84036_230317_175945_s2.hifi_reads.bc2012.bam	9.8	30.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02723/raw_data/PacBio_HiFi/m84036_230317_175945_s2.hifi_reads.bc2012.bam	s3://human-pangenomics/working/HPRC_PLUS/HG02723/raw_data/PacBio_HiFi/m84036_230317_175945_s2.hifi_reads.bc2012.bam			Revio
HG02723	m84039_230303_012244_s3.hifi_reads.bc2012.bam	7.8	24.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02723/raw_data/PacBio_HiFi/m84039_230303_012244_s3.hifi_reads.bc2012.bam	s3://human-pangenomics/working/HPRC_PLUS/HG02723/raw_data/PacBio_HiFi/m84039_230303_012244_s3.hifi_reads.bc2012.bam			Revio
HG02723	m84039_230314_213047_s2.hifi_reads.bc2012.bam	8.9	27.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02723/raw_data/PacBio_HiFi/m84039_230314_213047_s2.hifi_reads.bc2012.bam	s3://human-pangenomics/working/HPRC_PLUS/HG02723/raw_data/PacBio_HiFi/m84039_230314_213047_s2.hifi_reads.bc2012.bam			Revio
HG02723	m84039_230316_193003_s2.hifi_reads.bc2012.bam	9.8	30.3	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC_PLUS/HG02723/raw_data/PacBio_HiFi/m84039_230316_193003_s2.hifi_reads.bc2012.bam	s3://human-pangenomics/working/HPRC_PLUS/HG02723/raw_data/PacBio_HiFi/m84039_230316_193003_s2.hifi_reads.bc2012.bam			Revio
HG02735	m84046_230628_175536_s3.hifi_reads.bc2062.bam	11.3	35.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230628_175536_s3.hifi_reads.bc2062.bam	s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230628_175536_s3.hifi_reads.bc2062.bam	C1	HG02735.HFSS_m84046_230628_175536_s3	Revio
HG02735	m84046_230703_225306_s4.hifi_reads.bc2062.bam	2.6	8.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230703_225306_s4.hifi_reads.bc2062.bam	s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230703_225306_s4.hifi_reads.bc2062.bam	C1	HG02735.HFSS_m84046_230703_225306_s4	Revio
HG02735	m84046_230707_192442_s1.hifi_reads.bc2062.bam	2.8	8.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230707_192442_s1.hifi_reads.bc2062.bam	s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230707_192442_s1.hifi_reads.bc2062.bam	C1	HG02735.HFSS_m84046_230707_192442_s1	Revio
HG02735	m84046_230711_230656_s2.hifi_reads.bc2062.bam	6.3	19.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230711_230656_s2.hifi_reads.bc2062.bam	s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m84046_230711_230656_s2.hifi_reads.bc2062.bam	C1	HG02735.HFSS_m84046_230711_230656_s2	Revio
HG02738	m84046_230623_213746_s2.hifi_reads.default.bam	15.8	49.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m84046_230623_213746_s2.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m84046_230623_213746_s2.hifi_reads.default.bam	C1	HG02738.HFSS_m84046_230623_213746_s2	Revio
HG02738	m84046_230628_182559_s4.hifi_reads.default.bam	11.9	36.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m84046_230628_182559_s4.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m84046_230628_182559_s4.hifi_reads.default.bam	C1	HG02738.HFSS_m84046_230628_182559_s4	Revio
HG02809	m84081_231117_193129_s1.hifi_reads.bc2089.bam	10.0	31.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_HiFi/m84081_231117_193129_s1.hifi_reads.bc2089.bam	s3://human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_HiFi/m84081_231117_193129_s1.hifi_reads.bc2089.bam	C1	HG02809_lib1_m84081_231117_193129_s1	Revio
HG02809	m84081_231117_201125_s2.hifi_reads.bc2089.bam	10.0	31.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_HiFi/m84081_231117_201125_s2.hifi_reads.bc2089.bam	s3://human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_HiFi/m84081_231117_201125_s2.hifi_reads.bc2089.bam	C1	HG02809_lib1_m84081_231117_201125_s2	Revio
